company,title,summary
"

    Berkeley Square IT
",DevOps Engineer,"
Your role will be to work alongside a team of passionate data scientists, developers, UX designers and NLP specialists to develop and release great products...."
"

    CK Group
",Analytical Scientist - Hertfordshire,"
Records data and maintain a laboratory notebook. Assist in generating analytical data for regulatory submissions...."
"

    Softweb Resourcing Ltd
",Audio Research Engineer - DSP / Machine Learning / Speech / Acoustics,"
Audio Research Engineer - DSP / Machine Learning / Speech / Acoustics Audio Research Engineer - Commercial Audio Products - Cambridge An exciting role for an"
"

    ACS Performance
",Scientist,"
Writing proposals, costing, designing, conducting the project fieldwork, analysing the data using appropriate statistical tools, interpreting data and reporting..."
"


        GlaxoSmithKline
",Medical Director SERM,"
Provides medical expertise to signal detection and subsequent evaluation for designated products in partnership with the responsible safety scientist..."
"

    LMA Recruitment
",Quantitative Analyst - Risk Modeling,"
An exceptional opportunity has arisen for a talented quantitative analyst to join an elite team in a risk modeling and analytics function. The role will"
"

    CK Clinical
",Clinical Safety Scientist,"
Researching new raw data AE terms and mapping of raw data AE terms to dictionary codes and coding conventions...."
"


        Kerry
",Operations Accountant FTC,"
Of our 23,000 people over 800 are scientists, demonstrating how innovation and technology lie at the heart of our organisation, and always will do...."
"

    Meet Recruitment
",Medical Monitor Multiple Sclerosis,"
Directly monitor patient safety when dosing deviation begins and report data accordingly. This is a fantastic opportunity for a Doctor who is looking for their..."
"

    TechNET IT Recruitment Ltd
",Technical Sales Consultant- Exciting Start-UP- £40-£60k!,"
They develop their systems using graph technologies that enable them to perform parallelised semantic search on big data...."
"


        Reckitt Benckiser Group
",Medical Scientist 9-12mnth Maternity Cover,"
Support the teams regarding new clinical data or medical press coverage. Build understanding of the literature, product data, competitors and current medical..."
"

    Xcede Digital
",Senior Software Engineer,"
If you are interested in this or other Data Scientist opportunities please contact Matthew Jones on matthew.jones@xcede.co.uk or +44(0)203 301 9931...."
"

    The JM Group
",Quantitative Analyst / Financial Engineer,"
Financial Services Company is hiring for a Quantitative Analyst for their team based in London. Salary range is between £60K - £95K. You will be responsible"
"

    Caerusa Consulting Ltd
",Business Solutions Architect - Award winning data science agency,"
Please only apply if you consider yourself to be one of the best in the industry & are ready to work at the very bleeding edge of data analytics, predictive..."
"

    Client Server
",C# Developer C# .Net Data Agile,"
As a C# Developer you'll you be working alongside Data Scientists and domain experts within an engineering environment...."
"


        National Physical Laboratory
","IT Apprenticeship – IT, Software, Web & Telecoms Professionals","
Network administration of data and VOIP systems. You will provide first line support to end users and scientists and support for IT projects gaining a real..."
"

    Zest Scientific
",Bioassay Scientist.,"
Are you an Analytical Scientist proficient within Bioassays? At least 2 years of demonstrated QC experience (sample preparation, sample analysis/testing, data..."
"

    ABILITY Resorucing Ltd
","Software Engineer - Java, tensor flow","
Working with Data Scientists applying NLP and Machine Learning approaches to large scale data extraction, using frameworks such as Tensor Flow, and Spark...."
"

    Client Server
",C# Developer C# .Net - Machine Learning,"
C# Developer / Senior .Net Software Engineer (Agile Machine Learning C# .Net). Hugely innovative sports content company is seeking skilled a Senior C#"
"

    Lyst
",Senior Python Engineer - Microservices,"
50 engineers and data scientists. Our internal analytics system collects ~100M data points/day. A secure data management and CRM system for internal and..."
"

    Meet Recruitment
",Senior Statistician,"
Working as a Senior Statistician within this dynamic, innovative and exciting clinical data division you have the opportunity to work either home or office..."
"

    CK Group
",Analytical Scientist - Hertfordshire,"
Records data and maintain a laboratory notebook. Assist in generating analytical data for regulatory submissions...."
"

    Softweb Resourcing Ltd
",Audio Research Engineer - DSP / Machine Learning / Speech / Acoustics,"
Audio Research Engineer - DSP / Machine Learning / Speech / Acoustics Audio Research Engineer - Commercial Audio Products - Cambridge An exciting role for an"
"

    ACS Performance
",Scientist,"
Writing proposals, costing, designing, conducting the project fieldwork, analysing the data using appropriate statistical tools, interpreting data and reporting..."
"


        GlaxoSmithKline
",Medical Director SERM,"
Provides medical expertise to signal detection and subsequent evaluation for designated products in partnership with the responsible safety scientist..."
"

    LMA Recruitment
",Quantitative Analyst - Risk Modeling,"
An exceptional opportunity has arisen for a talented quantitative analyst to join an elite team in a risk modeling and analytics function. The role will"
"

    CK Clinical
",Clinical Safety Scientist,"
Researching new raw data AE terms and mapping of raw data AE terms to dictionary codes and coding conventions...."
"


        Kerry
",Operations Accountant FTC,"
Of our 23,000 people over 800 are scientists, demonstrating how innovation and technology lie at the heart of our organisation, and always will do...."
"

    Meet Recruitment
",Medical Monitor Multiple Sclerosis,"
Directly monitor patient safety when dosing deviation begins and report data accordingly. This is a fantastic opportunity for a Doctor who is looking for their..."
"

    TechNET IT Recruitment Ltd
",Technical Sales Consultant- Exciting Start-UP- £40-£60k!,"
They develop their systems using graph technologies that enable them to perform parallelised semantic search on big data...."
"


        Reckitt Benckiser Group
",Medical Scientist 9-12mnth Maternity Cover,"
Support the teams regarding new clinical data or medical press coverage. Build understanding of the literature, product data, competitors and current medical..."
"

    Harnham
",LEAD BIG DATA ENGINEER/ARCHITECT | SOCIAL MEDIA ANALYTICS,"
As part of a cutting edge Data Science team, you'll be responsible for developing greenfield data platforms to analyse complex data from a whole host of social..."
"


        Adecco
",Sensory Analyst & Panel Leader,"
Data handling, data quality checks and reporting. 5 Sensory Scientists. Ideally sensory experience including statistics related to - - Sensory data handling...."
"

    TechNET IT Recruitment Ltd
",Cluster Engineer – Innovate Start Up,"
They develop their systems using graph technologies that enable them to perform parallelised semantic search on big data...."
"

    Harnham
",SENIOR SAS/R STATISTICIAN – MARKETING CONSULTANCY,"
Proven experience in SAS or R to analyse large sets of data. You will work with a team of SAS/R analysts and planners to analyse a mixture of customer,..."
